,Arkansas Nuclear One,Beaver Valley,Braidwood Generation Station,Browns Ferry,Brunswick,Byron Generating Station,Callaway,Calvert Cliffs Nuclear Power Plant,Catawba,Clinton Power Station,Columbia Generating Station,Comanche Peak,Cooper,Crystal River,Davis Besse,Diablo Canyon,Donald C Cook,Dresden Generating Station,Duane Arnold,Edwin I Hatch,Fermi,Fort Calhoun,Grand Gulf,H B Robinson,Harris,Indian Point 2,Indian Point 3,James A Fitzpatrick,Joseph M Farley,Kewaunee,LaSalle Generating Station,Limerick,McGuire,Millstone,Monticello,Nine Mile Point Nuclear Station,North Anna,Oconee,Oyster Creek,PPL Susquehanna,PSEG Hope Creek Generating Station,PSEG Salem Generating Station,Palisades,Palo Verde,Peach Bottom,Perry,Pilgrim Nuclear Power Station,Point Beach,Prairie Island,Quad Cities Generating Station,R. E. Ginna Nuclear Power Plant,River Bend Station,San Onofre,Seabrook,Sequoyah,South Texas Project,St Lucie,Surry,Three Mile Island,Turkey Point,V C Summer,Vermont Yankee,Vogtle,Waterford 3,Watts Bar Nuclear Plant,Wolf Creek Generating Station
2007 0225 25,0.0,8.19,0.0,66.34,0.5,0.0,0,5.46,0.0,4,0,50.0,0,25.0,0,0.0,0.0,12.5,100.0,50.2,0,0.0,2,0,0,0.0,0.0,0,0.0,0.0,6.52,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,12.4,0,0.0,0,34.26,0.0,0,9.0,2.5,0.0,9.5,0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.99,0,0.0,0
2007 0226 26,0.0,8.19,0.0,66.34,0.0,0.0,0,49.66,0.0,4,0,50.0,0,25.0,0,0.0,0.0,2.5,100.0,50.2,0,0.0,2,0,0,0.0,0.0,0,0.0,0.0,50.18,0.5,0.0,0.0,0,3.5,0.0,0.0,0.0,1.98,0,0.0,0,29.86,0.0,0,9.0,0.0,0.0,3.5,0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.99,0,0.0,0
2007 0227 27,0.0,0.0,0.0,66.34,0.0,0.0,0,49.66,0.0,4,0,50.0,0,2.0,0,0.0,0.0,3.0,100.0,50.2,0,0.0,2,0,0,0.0,0.0,0,0.0,0.0,50.18,0.5,0.0,0.0,0,3.85,0.0,0.0,0.0,0.0,0,0.0,100,7.47,0.0,0,9.0,0.0,0.0,3.5,0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.99,0,0.0,0
2007 0228 28,0.0,0.0,0.0,66.34,0.0,0.0,0,49.66,0.0,4,0,50.0,0,1.0,0,0.0,0.0,1.5,100.0,50.2,0,0.0,3,0,0,0.0,0.0,0,0.0,100.0,50.18,1.0,0.0,0.0,0,3.85,34.5,0.0,0.0,0.0,0,0.0,100,0.0,11.5,0,10.0,0.0,0.0,51.5,0,0.0,0.0,0,0.0,3.5,0.0,0.0,0.0,0.0,0,0.0,0.99,0,0.0,0
2007 0301 01,0.0,0.0,0.0,66.34,0.0,0.0,0,49.66,0.0,4,0,50.0,0,1.0,0,0.0,0.0,2.5,100.0,50.2,0,0.0,4,0,0,80.0,0.0,0,0.0,100.0,50.18,1.0,0.0,0.0,0,3.85,3.5,0.0,0.0,0.0,0,0.0,100,0.0,5.0,0,10.0,0.0,49.82,51.5,0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,1.5,0,0.0,0.99,0,0.0,0
2007 0302 02,0.0,0.0,0.0,66.34,0.5,0.0,0,49.66,0.0,4,0,50.0,0,0.0,0,0.0,0.0,2.5,100.0,50.2,0,0.0,4,0,0,0.0,0.0,0,0.0,100.0,50.18,0.0,0.0,0.0,0,3.85,1.0,0.0,0.0,0.0,0,0.0,100,0.66,0.0,0,10.0,0.0,49.82,16.0,0,6.0,1.5,0,0.0,4.5,0.0,0.0,0.0,25.5,0,0.0,0.99,0,0.0,0
2007 0303 03,0.0,9.22,0.0,66.34,49.97,0.0,0,49.66,0.0,36,0,50.0,0,0.0,0,0.0,0.0,2.5,100.0,50.2,0,0.0,4,0,0,0.0,0.0,0,0.0,100.0,50.18,0.5,0.0,0.0,0,4.2,1.0,0.0,0.0,49.9,0,0.0,100,0.34,0.0,0,11.0,0.0,49.82,3.5,0,0.0,1.5,0,0.0,4.5,0.0,0.0,0.0,0.0,0,0.0,0.99,0,0.0,0
2007 0304 04,0.0,8.71,2.53,66.34,49.97,0.0,0,49.66,0.0,45,0,50.0,0,0.0,0,0.0,0.0,2.5,100.0,50.2,0,0.0,5,0,0,0.0,0.0,0,0.0,100.0,50.18,0.5,0.0,0.0,0,4.2,1.0,0.0,0.0,50.41,0,0.0,100,0.97,0.0,0,10.0,0.0,49.82,3.5,0,0.0,0.5,0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0305 05,0.0,9.22,3.45,66.34,49.97,0.0,0,49.66,0.0,4,0,50.0,0,0.0,0,0.0,0.0,2.5,100.0,50.2,0,0.0,5,0,0,0.0,0.0,0,0.0,100.0,50.18,0.5,0.0,0.0,1,4.56,0.5,0.0,0.0,50.41,0,0.0,100,0.0,0.0,0,11.0,0.0,49.82,3.5,0,0.0,0.5,0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0306 06,0.0,9.22,1.48,66.34,49.97,0.0,0,49.66,0.0,4,0,50.0,0,0.0,0,0.0,0.0,2.5,100.0,50.2,0,0.0,5,0,0,0.0,0.0,0,0.0,100.0,50.18,1.0,0.0,0.0,1,4.56,0.5,0.0,0.0,50.41,0,0.0,97,0.0,0.0,0,11.0,0.0,49.82,3.5,0,0.0,0.5,0,0.0,5.5,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0307 07,0.0,2.56,0.0,66.34,49.97,0.0,0,49.66,0.0,4,0,50.0,0,0.0,0,0.0,0.0,2.5,100.0,50.2,0,0.0,6,0,0,0.0,100.0,0,0.0,100.0,50.18,1.0,0.0,0.0,2,4.2,0.5,0.0,25.0,50.41,0,0.0,10,0.0,0.0,0,12.0,0.0,49.82,3.5,0,0.0,0.5,0,0.0,5.5,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0308 08,0.0,1.02,0.0,66.34,49.97,0.0,0,49.66,0.0,4,0,50.0,0,0.0,0,0.0,0.0,2.5,100.0,50.2,0,0.0,6,0,0,0.0,100.0,0,0.0,100.0,50.18,0.5,0.0,0.0,2,4.56,0.5,0.0,18.0,50.41,0,0.0,0,0.0,0.0,0,13.0,0.0,49.32,4.0,0,0.0,0.5,0,0.0,6.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0309 09,11.5,1.02,0.0,66.34,49.97,0.0,0,49.66,0.0,4,0,50.0,0,0.0,0,0.0,0.0,2.5,100.0,50.2,0,0.0,6,0,0,0.0,100.0,0,0.0,100.0,50.18,1.0,0.0,0.0,2,69.87,0.5,0.0,18.0,50.41,0,0.0,0,0.0,0.0,0,13.0,0.0,22.92,3.5,0,0.0,0.5,0,0.0,6.5,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0310 10,4.6,6.83,0.0,66.34,49.97,0.0,100,50.16,0.0,4,0,50.0,0,0.0,0,0.0,0.0,2.5,100.0,50.2,0,0.0,7,0,0,0.0,100.0,0,0.0,100.0,50.18,50.0,32.5,0.0,3,70.22,0.5,0.0,18.0,50.41,0,1.02,0,0.68,0.0,0,14.0,0.0,22.92,3.5,0,0.0,0.5,0,0.0,6.5,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0311 11,4.6,6.83,0.0,66.34,49.97,0.0,100,49.66,4.5,4,0,50.0,0,0.0,0,0.0,0.0,3.0,100.0,50.2,0,0.0,8,0,0,0.0,100.0,0,0.0,5.0,50.18,50.0,72.0,0.0,3,70.22,0.5,0.0,18.0,50.41,0,1.02,0,0.32,0.0,0,13.0,0.0,23.41,3.5,0,0.0,0.5,0,0.0,7.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0312 12,0.0,0.0,0.0,66.34,49.97,0.0,100,49.66,0.0,4,0,50.0,0,0.0,0,0.0,0.0,2.0,100.0,50.2,0,0.0,8,0,0,0.0,100.0,0,0.0,1.0,50.18,50.0,72.0,0.0,3,70.22,1.0,0.0,18.0,50.41,0,1.53,0,0.0,0.0,0,13.0,0.0,23.41,3.5,0,0.0,0.5,0,0.0,7.5,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0313 13,0.0,0.0,0.0,66.34,49.97,0.0,96,49.66,0.0,4,0,50.0,0,0.0,0,0.0,0.0,1.5,100.0,50.2,0,0.0,8,0,0,0.0,100.0,0,0.0,0.0,50.18,50.0,72.0,0.0,3,70.22,1.0,0.0,18.0,50.41,0,2.04,0,0.0,0.0,0,14.0,0.0,1.49,4.0,0,3.0,0.5,0,0.0,7.5,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0314 14,0.0,0.0,0.0,66.34,49.97,0.0,6,49.66,0.0,4,0,50.0,0,0.0,0,0.0,0.0,2.0,100.0,50.2,0,0.0,8,0,0,0.0,100.0,0,0.0,0.0,50.18,50.0,72.5,0.0,100,70.22,1.0,0.0,20.0,50.41,0,2.55,0,0.0,0.0,1,14.0,0.0,0.0,4.0,0,7.0,0.5,0,49.53,7.5,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0315 15,0.0,0.0,0.0,66.34,49.97,0.0,0,49.66,0.0,4,0,50.0,0,0.0,0,0.0,0.0,2.0,100.0,50.2,0,0.0,9,1,0,0.0,100.0,0,0.0,0.0,50.18,50.0,51.0,0.0,100,67.97,1.0,0.0,18.0,50.41,0,3.06,0,0.0,0.0,30,14.0,0.0,0.0,4.5,0,7.0,0.5,0,25.75,8.0,0.5,0.0,0.0,0.0,0,0.0,51.89,0,0.0,0
2007 0316 16,0.0,0.0,0.0,66.34,49.97,0.0,0,49.66,0.0,4,1,50.0,0,0.0,0,0.0,0.0,1.0,100.0,49.19,0,0.0,9,0,0,0.0,100.0,0,0.0,0.0,50.18,50.0,50.0,0.0,100,57.93,2.0,0.0,18.0,50.41,0,3.06,0,0.0,0.0,0,14.0,0.0,0.0,4.0,0,7.0,0.5,0,18.82,8.5,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0317 17,0.0,6.83,0.0,66.34,49.97,0.49,0,49.66,0.0,4,2,50.0,0,0.0,0,0.0,0.0,2.0,93.0,42.17,0,0.0,44,0,0,0.0,100.0,0,0.0,0.0,49.67,50.0,50.0,0.0,100,57.78,2.5,0.0,18.0,50.41,0,4.08,0,0.0,0.0,0,15.0,0.0,0.0,4.0,100,4.0,0.5,0,0.0,9.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0318 18,0.0,6.83,7.6,66.34,49.97,0.49,0,49.66,30.0,4,2,50.0,0,0.0,0,0.0,0.0,2.0,83.0,42.17,0,0.0,35,0,0,0.0,100.0,0,0.0,0.0,38.64,50.0,50.0,0.0,100,57.78,50.0,0.0,18.0,50.41,0,4.08,0,0.32,0.0,1,100.0,0.0,0.0,4.5,100,0.0,0.5,1,0.0,9.0,0.0,0.0,5.0,0.0,0,0.0,51.39,0,0.0,0
2007 0319 19,0.0,0.49,0.0,66.34,49.97,0.49,0,49.66,30.0,4,0,50.0,0,0.0,0,0.0,0.0,2.0,100.0,24.1,0,0.0,100,0,0,0.0,100.0,0,0.0,0.0,13.05,50.0,50.0,0.0,100,35.04,50.0,0.0,20.0,50.41,0,4.59,0,13.91,0.0,2,100.0,0.0,0.0,5.0,44,0.0,0.5,1,0.0,9.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0320 20,0.0,0.49,0.0,66.34,49.97,0.99,0,49.66,5.0,4,0,50.0,0,0.0,0,0.0,0.0,1.5,100.0,24.1,0,0.0,100,0,0,0.0,100.0,0,0.0,0.0,0.0,50.0,50.0,0.0,100,35.04,50.0,0.0,18.0,50.41,0,5.1,0,0.0,0.0,2,80.0,0.0,0.0,5.0,0,1.0,0.5,2,0.0,9.5,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0321 21,0.0,0.49,0.0,66.34,49.97,0.99,0,49.66,0.0,4,0,50.0,0,0.0,0,0.0,0.0,2.0,94.0,2.51,0,0.0,100,0,0,0.0,100.0,0,0.0,0.0,0.0,50.0,50.0,0.0,100,35.04,50.0,0.0,18.0,50.41,0,5.1,0,0.0,0.0,2,35.0,0.0,0.0,5.5,0,2.0,0.5,3,0.0,10.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0322 22,0.0,0.49,0.0,66.34,49.97,1.48,0,49.66,0.0,4,0,50.0,0,0.0,0,0.0,0.0,2.0,81.0,1.0,0,0.0,100,0,0,0.0,100.0,0,0.0,0.0,9.03,50.0,50.0,0.0,100,35.04,50.0,0.0,17.0,50.41,0,6.11,0,0.0,0.0,4,43.0,0.0,0.0,5.5,0,6.0,0.5,3,0.0,10.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0323 23,0.0,0.49,0.0,66.34,49.97,1.48,0,49.66,0.0,3,0,50.0,0,0.0,0,0.0,0.0,1.5,82.0,1.51,0,0.0,100,1,0,0.0,100.0,0,0.0,0.0,0.0,50.0,50.0,0.0,100,35.04,50.0,0.0,12.0,50.41,0,6.11,0,0.0,0.0,4,15.0,1.0,0.0,5.5,0,2.0,0.5,3,0.0,10.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0324 24,0.0,9.71,0.0,66.34,49.97,2.47,0,49.66,1.5,3,15,50.0,0,0.0,45,0.0,0.0,1.5,72.0,3.51,0,0.0,100,2,0,0.0,100.0,0,0.0,0.0,0.0,50.0,50.0,0.0,100,35.04,50.0,0.0,13.0,50.41,0,6.62,0,0.0,0.0,4,15.0,0.0,0.0,5.5,0,0.0,0.5,3,0.0,11.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0325 25,0.0,9.71,0.0,66.34,49.97,2.47,0,49.66,0.0,3,15,50.0,0,0.0,52,0.0,0.0,1.0,6.0,7.53,0,0.0,100,3,0,0.0,100.0,0,0.0,0.0,0.0,50.0,50.0,0.0,100,35.04,50.0,0.0,13.0,50.41,0,7.13,0,0.0,0.0,5,15.0,0.0,0.0,6.0,0,0.0,0.5,4,0.0,50.0,0.0,0.0,0.0,0.0,0,2.0,51.39,0,0.0,0
2007 0326 26,0.0,9.71,0.0,66.34,49.97,3.46,0,49.66,0.0,3,15,50.0,0,0.0,9,0.0,0.0,2.0,0.0,2.51,0,0.0,100,4,0,0.0,100.0,0,0.0,0.0,0.0,50.0,50.0,0.0,100,35.04,50.0,0.0,9.0,50.41,0,7.13,5,0.0,0.0,4,16.0,0.0,0.0,6.0,0,0.0,0.5,4,0.0,50.0,0.0,0.0,0.0,0.0,0,6.0,51.39,0,0.0,0
2007 0327 27,0.0,9.71,0.0,66.34,49.97,3.95,0,49.66,0.0,3,0,50.0,0,0.0,0,0.0,0.0,1.0,2.0,0.0,0,0.0,100,5,0,0.0,100.0,0,0.0,6.0,0.0,50.0,50.0,0.0,100,35.04,50.0,0.0,10.0,50.41,0,7.64,4,0.0,0.0,4,16.0,0.0,0.0,6.5,0,0.0,0.5,4,0.0,50.0,0.0,0.0,0.0,0.0,0,2.0,51.89,0,0.0,0
2007 0328 28,0.0,9.71,0.0,66.34,49.97,4.44,0,49.66,0.0,3,15,50.0,0,0.0,0,0.0,0.0,1.5,2.0,0.0,0,0.0,100,6,0,0.0,100.0,0,0.5,1.0,0.0,50.0,50.0,0.0,100,35.04,50.0,0.0,10.0,50.41,0,50.95,4,0.0,0.0,5,17.0,0.0,0.0,6.5,0,0.0,0.5,4,0.0,50.0,0.0,0.0,0.0,0.0,0,0.0,51.89,0,0.0,0
2007 0329 29,0.0,9.22,0.0,66.34,49.97,10.37,0,49.66,0.0,3,15,50.0,0,0.0,0,0.0,0.0,1.0,2.0,0.0,0,0.0,100,6,0,0.0,100.0,0,1.01,1.0,0.0,50.0,50.0,0.0,100,35.04,50.0,0.0,5.0,50.41,0,50.95,0,0.0,0.0,5,17.0,0.0,0.0,9.0,0,0.0,0.5,4,0.0,50.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0330 30,0.0,0.0,0.0,66.34,49.97,6.42,1,49.66,0.0,3,15,50.0,0,0.0,0,0.0,0.0,1.0,3.0,0.0,0,0.0,100,7,0,0.0,100.0,0,1.51,0.0,0.0,50.0,50.0,0.0,100,35.04,50.0,0.0,0.0,50.41,0,50.95,0,0.0,0.0,6,17.0,0.0,0.0,9.0,0,0.0,0.5,4,0.0,50.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0331 31,0.0,0.0,0.0,66.34,49.97,6.42,1,49.66,0.0,3,15,50.0,0,0.0,0,0.0,0.0,1.5,2.0,0.0,0,0.0,100,7,0,0.0,91.0,0,2.01,0.0,0.0,50.0,50.0,0.0,100,35.04,50.0,0.0,0.0,50.41,0,50.95,0,0.0,0.0,6,18.0,0.0,0.0,9.5,0,0.0,0.5,91,0.0,50.0,0.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0401 01,0.0,0.0,0.0,66.25,49.97,6.91,2,49.68,0.0,3,15,50.0,0,0.0,0,0.0,0.0,1.5,2.0,0.0,8,0.0,100,9,0,0.0,63.0,0,2.51,0.0,0.0,50.0,50.0,0.0,100,35.26,50.0,0.0,0.0,49.8,0,50.95,0,0.0,0.0,6,17.0,49.9,0.0,9.5,0,0.0,0.5,91,0.0,50.0,16.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0402 02,0.0,0.0,0.0,66.25,100.0,49.39,100,49.68,0.0,3,15,50.0,0,0.0,0,0.0,0.0,1.5,2.0,0.0,0,0.0,100,9,0,0.0,40.0,0,3.02,0.0,0.0,50.0,50.0,0.0,100,35.26,50.0,0.0,0.0,49.8,0,50.95,0,0.0,0.0,100,18.0,49.9,0.0,9.5,0,1.0,0.5,75,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0403 03,0.0,0.0,0.0,66.25,100.0,49.39,100,35.27,0.0,3,1,50.0,0,0.0,0,21.46,0.0,1.5,100.0,0.0,0,0.0,100,10,0,0.0,50.0,25,3.52,0.0,0.0,50.0,50.0,0.0,100,35.26,50.0,0.0,0.0,49.8,0,50.95,0,0.0,0.0,100,18.0,49.9,0.0,9.5,0,2.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,51.89,0,0.0,0
2007 0404 04,0.0,0.0,0.0,66.25,100.0,49.39,100,19.87,0.0,3,3,50.0,0,0.0,0,21.46,0.0,1.5,100.0,0.0,0,0.0,100,11,0,0.0,80.0,0,4.02,0.0,0.0,39.0,50.0,0.0,100,35.26,50.0,0.0,0.0,49.8,0,50.95,0,0.0,0.0,100,18.0,49.9,0.0,9.5,0,0.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,51.89,0,0.0,0
2007 0405 05,0.0,0.0,0.0,66.25,100.0,49.39,100,17.39,0.0,3,4,50.0,0,0.0,0,21.46,0.0,1.5,95.0,0.0,0,0.0,100,12,0,0.0,19.0,0,10.0,0.0,0.0,28.0,50.0,0.0,100,35.26,50.0,0.0,0.0,49.8,0,50.95,0,0.0,0.0,100,19.0,49.9,0.0,9.5,0,0.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0406 06,0.0,0.0,0.0,66.25,97.5,49.39,100,17.39,0.0,3,4,50.0,0,0.0,0,17.97,0.0,2.5,8.0,0.0,0,0.0,100,12,0,0.0,9.0,0,5.03,0.0,0.0,1.0,50.0,0.0,100,35.26,50.0,0.0,0.0,49.8,0,50.95,0,0.0,0.0,100,19.0,49.9,49.73,9.5,0,0.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0407 07,0.0,0.0,0.0,66.25,78.49,49.39,100,7.45,0.0,3,5,50.0,0,0.0,0,0.0,0.0,2.5,2.0,0.0,0,0.0,100,100,0,0.0,100.0,0,5.53,0.0,0.0,13.0,50.0,56.62,100,35.26,50.0,0.0,0.0,49.8,0,50.95,0,0.0,0.0,100,100.0,49.9,49.73,9.5,0,0.0,2.01,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0408 08,0.0,0.0,0.0,66.25,61.48,49.39,100,12.42,0.0,3,5,50.0,0,0.0,0,0.0,0.0,2.5,2.0,0.5,0,0.0,100,100,0,0.0,100.0,0,6.03,0.0,0.0,12.5,50.0,56.62,100,35.26,50.0,0.0,0.0,49.8,0,50.95,0,0.0,0.0,100,100.0,49.9,46.74,9.5,0,0.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,42.0,51.39,0,0.0,0
2007 0409 09,0.0,0.0,0.0,66.25,53.98,49.39,100,0.0,0.0,3,15,50.0,0,0.0,0,0.0,0.0,2.5,2.0,0.0,0,0.0,100,100,0,0.0,100.0,0,50.26,0.0,0.0,50.0,50.0,56.62,100,35.26,50.0,0.0,0.0,49.8,0,50.95,0,0.0,0.0,100,100.0,49.9,6.96,9.5,0,0.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,62.0,51.39,0,0.0,0
2007 0410 10,0.0,0.0,0.0,66.25,49.97,49.39,100,0.5,0.0,3,100,50.0,0,0.0,0,0.0,0.0,2.5,2.0,0.0,0,0.0,100,100,0,0.0,100.0,0,50.26,0.0,0.0,50.0,50.0,56.62,100,35.26,50.0,0.0,0.0,49.8,0,50.95,0,0.0,0.0,100,100.0,49.9,20.89,9.5,0,30.0,1.0,0,0.0,50.0,50.0,0.0,0.0,0.0,0,52.0,51.89,0,0.0,0
2007 0411 11,0.46,0.0,0.0,66.25,50.97,49.39,100,0.0,0.0,3,100,50.0,0,0.0,0,0.0,0.0,2.5,2.0,0.0,0,0.0,100,100,0,0.0,100.0,0,50.26,0.0,0.0,49.5,50.0,56.62,100,35.26,50.0,0.0,0.0,49.8,0,50.95,0,0.0,0.0,100,100.0,49.9,0.0,9.5,0,30.0,1.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,51.89,0,0.0,0
2007 0412 12,0.92,0.0,0.0,66.25,49.97,49.39,100,0.0,0.0,3,100,50.0,0,0.0,0,0.0,0.0,2.5,2.0,0.0,0,0.0,92,100,0,0.0,100.0,0,50.26,0.0,0.0,35.0,50.0,56.62,100,35.26,50.0,0.0,0.0,48.31,0,50.95,0,0.0,0.0,100,100.0,49.9,0.0,9.5,0,35.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,11.0,51.39,0,0.0,0
2007 0413 13,1.38,0.0,0.0,66.25,49.97,49.39,100,0.0,0.0,3,96,50.0,0,0.0,0,0.0,0.0,2.5,2.0,0.0,0,0.0,58,100,0,0.0,100.0,0,50.26,0.0,0.0,0.0,50.0,56.62,100,35.26,50.0,0.0,0.0,40.84,0,50.95,0,32.21,0.0,100,100.0,49.9,0.0,10.0,0,35.0,0.5,0,0.0,50.0,50.0,0.0,0.0,25.0,0,0.0,51.39,0,0.0,0
2007 0414 14,1.38,0.0,0.0,66.25,49.97,49.39,100,0.0,0.0,3,83,50.0,0,0.0,0,0.0,0.0,2.5,2.0,0.0,22,0.0,37,100,0,0.0,100.0,0,50.26,0.0,0.0,0.0,50.0,56.62,100,35.26,50.0,0.0,0.0,41.34,0,50.95,0,32.21,0.0,100,100.0,49.9,0.0,42.0,0,35.0,0.5,0,0.0,50.0,50.0,0.0,0.0,25.0,0,0.0,51.39,0,0.0,0
2007 0415 15,1.83,0.0,0.0,66.25,49.97,49.39,100,0.0,0.0,3,15,50.0,0,0.0,0,0.0,0.0,2.5,2.0,0.0,0,0.0,36,100,0,0.0,100.0,0,50.26,0.0,0.0,0.0,50.0,56.62,100,35.26,50.0,0.0,0.0,41.34,0,50.95,0,32.21,0.0,100,100.0,49.9,0.0,38.5,0,35.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,50.9,0,0.0,0
2007 0416 16,2.29,0.0,0.0,66.25,49.97,49.39,100,0.0,0.0,3,8,50.0,0,0.0,0,0.0,0.0,2.5,2.0,0.0,0,0.0,35,100,0,0.0,100.0,0,50.26,0.0,12.51,0.0,50.0,56.62,100,27.15,50.0,0.0,0.0,31.87,0,50.95,0,32.21,0.0,100,100.0,49.9,0.0,10.5,0,35.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0417 17,2.75,0.0,0.0,64.9,47.47,49.39,100,0.0,0.0,3,5,50.0,0,0.0,0,0.0,0.0,2.5,2.0,0.0,0,0.0,35,100,0,0.0,100.0,0,50.26,0.0,0.0,0.0,50.0,56.62,100,8.82,50.0,0.0,0.0,29.88,0,50.95,0,32.21,9.0,100,100.0,49.9,0.0,10.5,0,35.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,3.0,51.39,0,0.0,0
2007 0418 18,2.75,0.0,0.0,59.17,39.98,49.39,100,0.0,0.0,3,6,50.0,0,0.0,0,0.0,0.0,2.5,2.0,0.0,0,0.0,12,100,0,0.0,100.0,0,50.26,0.0,0.0,0.0,50.0,56.62,100,5.29,50.0,0.33,0.0,29.88,0,50.45,0,32.21,0.0,100,100.0,49.9,0.0,10.5,0,35.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0419 19,3.21,0.0,0.0,54.45,30.48,49.39,100,0.0,0.0,3,6,50.0,0,0.0,0,0.0,0.0,2.0,2.0,0.0,0,0.0,2,100,0,0.0,100.0,0,50.26,0.0,0.0,0.0,50.0,56.62,100,0.0,50.0,0.67,0.0,11.95,0,50.45,0,32.21,0.0,100,100.0,49.9,0.0,11.0,0,14.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0420 20,3.21,0.0,0.0,54.45,12.49,49.39,100,0.0,0.0,3,2,50.0,0,0.0,0,0.0,0.0,1.5,2.0,0.0,0,0.0,35,100,0,0.0,100.0,0,50.26,0.0,0.0,0.0,50.0,56.62,100,0.0,50.0,1.33,0.0,7.47,0,41.27,0,32.21,0.0,100,100.0,49.9,0.0,11.0,0,0.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0421 21,3.67,0.0,0.0,50.4,2.5,49.39,100,0.0,0.0,3,2,36.0,0,0.0,0,0.0,0.0,1.5,2.0,0.0,0,0.0,5,100,0,0.0,100.0,0,50.26,0.0,0.0,0.0,50.0,56.62,100,0.0,50.0,3.0,0.0,9.96,0,23.44,0,32.21,0.0,100,100.0,49.9,0.0,11.0,0,0.0,2.99,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,51.39,0,0.0,0
2007 0422 22,5.96,0.0,0.0,41.3,0.5,49.39,100,0.0,0.0,3,3,30.0,0,0.0,0,0.0,0.0,2.0,1.0,0.0,0,0.0,0,100,0,0.0,100.0,0,50.26,0.0,0.0,0.0,50.0,56.62,100,0.0,47.5,3.0,0.0,12.55,0,10.19,0,32.21,0.0,100,100.0,49.9,0.0,11.0,0,0.0,0.5,0,0.0,50.0,50.0,0.0,0.0,0.0,0,0.0,38.79,0,0.0,0
