,Arkansas Nuclear One,Beaver Valley,Braidwood Generation Station,Browns Ferry,Brunswick,Byron Generating Station,Callaway,Calvert Cliffs Nuclear Power Plant,Catawba,Clinton Power Station,Columbia Generating Station,Comanche Peak,Cooper,Crystal River,Davis Besse,Diablo Canyon,Donald C Cook,Dresden Generating Station,Duane Arnold,Edwin I Hatch,Fermi,Fort Calhoun,Grand Gulf,H B Robinson,Harris,Indian Point 2,Indian Point 3,James A Fitzpatrick,Joseph M Farley,Kewaunee,LaSalle Generating Station,Limerick,McGuire,Millstone,Monticello,Nine Mile Point Nuclear Station,North Anna,Oconee,Oyster Creek,PPL Susquehanna,PSEG Hope Creek Generating Station,PSEG Salem Generating Station,Palisades,Palo Verde,Peach Bottom,Perry,Pilgrim Nuclear Power Station,Point Beach,Prairie Island,Quad Cities Generating Station,R. E. Ginna Nuclear Power Plant,River Bend Station,San Onofre,Seabrook,Sequoyah,South Texas Project,St Lucie,Surry,Three Mile Island,Turkey Point,V C Summer,Vermont Yankee,Vogtle,Waterford 3,Watts Bar Nuclear Plant,Wolf Creek Generating Station
2008 0207 07,28.88,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40,0,0.0,0,0.0,100,49.91,0.0,3.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,51.0,0.0,0.0,0,0.0,50.0,1.67,8.0,0.0,0,0.0,0,0.0,47.5,0,0.0,0.0,6.52,3.5,0,100.0,18.58,0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,2.5,0,3.0,0
2008 0208 08,43.84,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,3,0,0.0,0,0.0,100,49.91,0.0,3.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,49.0,0.0,0.0,0,0.0,50.0,0.0,8.0,0.0,0,0.0,0,0.0,30.5,0,0.0,0.0,7.03,3.5,0,100.0,2.0,0,0.0,0.0,50.0,0.0,0.0,0.0,0,0.0,2.5,0,0.0,0
2008 0209 09,43.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,0,0.0,20,0.0,100,49.91,0.0,2.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,3.48,0.0,49.82,31.5,0.0,0.0,0,0.0,45.5,0.0,8.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,7.53,3.5,0,100.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.5,0,0.0,0
2008 0210 10,43.38,0.0,0.0,1.35,0.0,0.0,0,0.0,0.0,18,0,0.0,0,0.0,100,49.91,0.0,2.5,2.0,49.8,7,0.0,0,0,0,0.0,0.0,0,1.99,0.0,49.82,33.5,0.0,0.0,0,0.0,0.0,0.0,8.0,1.96,0,0.0,0,0.0,6.0,0,0.0,0.0,8.03,3.5,0,100.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,0.0,0
2008 0211 11,38.34,0.0,0.0,0.0,0.51,0.0,0,0.0,0.0,100,0,0.0,0,0.0,100,49.91,0.0,3.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,51.5,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,8.53,3.5,0,100.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0212 12,38.34,0.0,0.0,0.0,0.51,0.0,0,0.0,0.0,97,0,0.0,0,0.0,100,49.91,0.0,3.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,52.0,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,8.53,3.5,0,100.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0213 13,38.34,0.0,0.0,0.0,1.01,0.0,0,0.0,0.0,26,0,0.0,0,0.0,100,49.91,0.0,3.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,52.5,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.18,3.5,0,100.0,4.98,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0214 14,38.34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,0,0.0,0,0.0,95,49.91,0.0,3.0,2.0,49.8,7,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,40.0,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0,0.0,1,0.0,0.0,0,0.0,0.0,50.18,14.5,0,100.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0215 15,38.34,0.0,21.21,0.0,0.0,0.0,0,0.0,0.0,19,0,0.0,0,0.0,40,49.91,0.0,3.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,2.0,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0,0.0,0,0.33,0.0,0,0.0,0.0,50.18,3.5,0,100.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0216 16,38.34,0.0,9.87,0.0,0.51,0.0,0,0.0,0.0,4,0,0.0,0,0.0,22,49.91,0.0,3.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,3.0,0.0,0.0,0,0.0,0.0,2.0,8.0,4.58,0,0.0,0,0.33,0.0,0,0.0,0.0,50.18,4.0,0,100.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0217 17,38.34,0.0,5.92,0.0,0.51,0.0,0,0.0,0.0,6,0,0.0,0,0.0,0,49.91,0.0,3.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,3.0,0.0,0.42,0,0.0,0.0,2.0,8.0,5.89,0,0.0,0,0.0,0.0,0,0.0,1.0,50.18,4.0,0,100.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0218 18,38.34,0.0,0.49,0.0,0.51,0.0,0,0.0,0.0,4,0,0.0,1,0.0,0,49.91,0.0,3.0,2.0,54.82,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,3.0,0.0,0.42,0,0.0,0.0,0.0,8.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.18,4.0,0,100.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0219 19,38.34,0.0,0.0,0.0,1.01,0.0,0,3.52,0.0,4,0,0.0,1,0.0,0,49.91,0.0,3.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,3.5,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.18,4.5,0,100.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0220 20,38.34,0.98,0.0,0.0,1.01,0.0,0,0.0,0.0,4,0,0.0,2,0.0,0,49.91,0.0,3.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,3.5,0.0,0.42,0,0.0,0.0,0.0,8.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.18,4.5,0,100.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0221 21,38.34,0.49,0.0,0.0,1.01,0.0,0,0.0,0.0,4,0,0.0,2,0.0,0,49.91,0.0,3.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,3.5,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0,0.5,0,0.0,0.0,0,0.0,0.0,50.18,4.5,0,100.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0222 22,40.17,0.0,0.0,0.0,1.52,0.0,0,0.0,0.0,4,0,0.0,3,0.0,0,49.91,0.0,3.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,49.82,4.0,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0,0.99,0,0.0,0.0,0,0.0,0.0,50.18,5.0,0,100.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0223 23,38.34,9.22,0.0,0.34,1.52,0.0,0,50.34,0.0,4,0,0.0,2,0.0,0,49.91,0.0,2.0,2.0,49.8,0,0.0,100,0,0,0.0,0.0,0,0.0,0.0,49.82,4.0,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0,1.49,0,0.33,0.0,0,0.0,0.0,50.18,5.0,0,100.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0224 24,38.34,9.22,0.0,2.02,2.02,2.47,0,50.34,0.0,4,0,0.0,3,0.0,0,49.91,0.0,2.0,2.0,49.8,0,0.0,100,0,0,0.0,0.0,0,0.0,0.0,49.82,4.0,0.0,0.0,0,0.0,0.0,0.0,8.0,1.02,0,1.49,0,0.33,0.0,0,0.0,0.0,50.18,5.0,0,100.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0225 25,5.38,9.22,0.0,0.0,1.52,0.0,0,50.34,0.0,4,0,0.0,3,0.0,0,49.91,0.0,2.0,2.0,49.8,0,0.0,100,0,0,0.0,0.0,0,0.0,0.0,49.82,4.5,0.0,0.0,0,0.0,0.0,0.0,8.0,0.51,0,1.99,0,0.0,0.0,0,0.0,0.0,50.18,5.5,0,100.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0226 26,0.0,9.22,0.0,0.0,2.02,0.0,0,50.34,0.0,4,0,0.0,3,0.0,0,49.91,0.0,2.0,2.0,49.8,0,0.0,100,0,0,0.0,0.0,0,0.0,0.0,49.82,4.5,0.0,0.0,0,0.0,0.0,0.0,8.0,1.02,0,2.48,0,0.0,0.0,0,0.0,0.0,50.18,5.5,0,100.0,1.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0227 27,0.0,9.22,0.0,0.0,2.53,0.0,0,50.34,0.0,4,0,0.0,3,0.0,0,49.91,0.0,2.5,2.0,49.8,0,0.0,99,0,0,0.0,0.0,0,0.0,0.0,49.82,5.0,0.0,0.0,0,0.0,0.0,0.0,8.0,1.02,0,2.98,0,0.0,0.0,0,0.0,0.0,50.18,6.0,0,100.0,0.5,0,0.0,0.0,0.0,0.0,0.0,100.0,0,0.0,2.5,0,100.0,0
2008 0228 28,0.0,9.22,0.0,0.0,2.53,0.0,0,50.34,0.0,4,0,0.0,4,0.0,0,49.91,0.0,2.5,2.0,49.8,0,0.0,65,0,0,0.0,0.0,0,0.0,0.0,49.33,5.0,0.0,0.0,0,0.0,0.0,0.0,8.0,1.02,0,3.48,0,0.0,0.0,0,0.0,0.0,50.18,6.0,0,100.0,0.5,0,0.0,0.0,0.0,0.0,0.0,100.0,0,0.0,3.5,0,100.0,0
2008 0229 29,0.0,9.22,0.0,0.0,2.53,0.0,0,50.34,0.0,4,0,0.0,4,0.0,0,49.91,0.0,2.0,3.0,49.8,0,0.0,7,0,0,0.0,0.0,0,0.0,0.0,41.85,5.0,0.0,0.0,0,0.0,0.0,0.0,8.0,1.02,0,3.48,0,0.0,0.0,0,0.0,0.0,50.18,9.0,0,100.0,0.5,0,0.0,0.0,0.0,0.0,0.0,100.0,0,0.0,2.5,0,100.0,0
2008 0301 01,0.0,9.22,0.0,0.34,3.03,0.0,0,50.34,0.0,4,0,0.0,4,78.0,0,49.91,0.0,15.0,3.0,49.8,0,0.0,18,0,0,0.0,0.0,0,0.0,0.0,41.85,50.0,34.0,0.0,0,0.0,0.0,10.67,19.0,1.53,0,4.47,0,0.0,0.0,0,0.0,0.0,50.18,8.5,0,100.0,0.5,0,0.0,0.0,0.0,0.0,0.0,100.0,0,0.0,0.0,0,100.0,0
2008 0302 02,0.0,9.22,0.0,0.67,3.03,0.0,0,50.34,0.0,4,0,0.0,4,100.0,0,49.91,0.0,2.5,3.0,49.8,0,0.0,3,0,0,0.0,0.0,0,0.0,0.0,41.85,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,1.53,0,4.97,0,0.33,0.0,0,0.0,0.0,50.18,9.0,0,98.0,0.5,0,0.0,0.0,0.0,0.0,0.0,50.0,0,0.0,0.0,0,100.0,0
2008 0303 03,0.0,9.22,0.0,0.67,3.03,0.0,0,50.34,0.0,4,0,0.0,5,100.0,0,49.91,0.0,2.5,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,17.44,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,2.04,0,4.97,0,0.67,0.0,0,0.0,0.0,50.18,51.5,0,91.0,0.5,0,0.0,0.0,0.0,0.0,0.0,50.0,0,0.0,2.0,0,100.0,0
2008 0304 04,0.0,9.22,0.0,0.67,15.89,0.0,0,50.34,0.0,4,0,0.0,6,100.0,0,49.91,0.0,2.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,1.99,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,50.94,0,4.97,0,0.0,0.0,0,0.0,0.0,50.18,51.5,0,72.0,0.5,0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0305 05,0.0,0.0,0.0,0.67,42.59,0.0,0,50.34,0.0,4,0,0.0,6,100.0,0,49.91,0.0,2.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,7.97,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,50.94,0,5.46,0,0.0,0.0,0,0.0,0.0,50.18,51.5,0,46.0,0.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.5,0,100.0,0
2008 0306 06,0.0,0.0,0.0,0.67,42.09,0.0,0,50.34,0.0,4,0,0.0,6,100.0,0,49.91,0.0,2.0,3.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,50.94,0,9.48,0,0.0,0.0,0,0.0,0.0,50.18,51.5,0,100.0,0.5,0,0.0,1.5,0.0,0.0,0.0,0.0,0,0.0,3.0,0,100.0,0
2008 0307 07,0.0,0.0,0.0,0.67,22.32,0.0,0,50.34,0.0,4,0,0.0,6,100.0,0,49.91,0.0,2.0,2.0,49.8,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,9.0,10.0,50.94,0,6.46,0,0.0,0.0,0,0.0,0.0,50.18,51.5,0,99.0,0.5,0,0.0,1.5,0.0,0.0,0.0,0.0,0,0.0,3.5,0,100.0,0
2008 0308 08,0.0,0.0,0.0,1.01,9.48,0.0,2,50.34,0.0,4,0,0.0,6,100.0,5,49.91,0.0,12.0,2.0,100.0,0,20.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,12.33,8.0,50.94,20,6.46,0,0.0,0.0,8,0.0,0.0,50.18,51.5,0,87.0,3.01,0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,3.5,0,100.0,0
2008 0309 09,0.0,0.0,0.0,1.35,4.54,0.0,0,50.34,0.0,4,0,0.0,7,100.0,6,49.91,0.0,2.5,2.0,100.0,0,20.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,50.94,0,11.99,0,0.0,0.0,9,0.0,0.0,50.18,51.5,0,79.0,0.5,0,0.0,2.5,0.0,0.0,0.0,0.0,0,0.0,4.5,0,100.0,0
2008 0310 10,0.0,0.0,0.0,5.72,4.54,0.0,0,50.34,0.0,4,0,0.0,7,100.0,0,49.91,0.0,2.5,2.0,98.49,0,15.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,50.94,0,7.45,0,0.0,0.0,0,0.0,0.0,50.18,51.5,0,55.0,0.5,0,0.0,2.5,0.0,0.0,0.0,0.0,0,0.0,4.5,0,100.0,0
2008 0311 11,0.0,0.0,0.0,6.06,4.55,0.0,0,50.34,0.0,4,0,0.0,8,100.0,5,49.91,0.0,2.0,2.0,82.93,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,50.94,0,7.45,0,0.0,0.0,0,0.0,0.0,50.18,51.5,0,41.0,0.5,0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,4.5,0,100.0,0
2008 0312 12,0.0,0.0,0.0,5.72,4.05,0.0,0,50.34,0.0,4,0,0.0,8,100.0,7,49.91,0.0,2.0,2.0,61.85,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,50.94,0,49.66,0,0.0,0.0,0,0.0,0.0,50.18,51.5,0,44.0,0.5,0,0.0,5.0,0.0,0.0,0.0,0.0,0,35.0,4.5,0,100.0,0
2008 0313 13,0.0,0.0,0.0,5.72,4.55,0.0,0,49.84,0.0,4,0,0.0,9,100.0,0,49.91,0.0,2.0,2.0,43.83,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,50.94,0,49.66,0,0.0,0.0,0,0.0,0.0,50.18,51.5,0,18.0,0.5,0,0.0,5.0,30.0,0.0,0.0,0.0,0,0.0,4.5,0,100.0,0
2008 0314 14,0.0,0.0,0.0,6.06,5.06,0.0,0,21.14,0.0,4,0,0.0,9,100.0,0,49.91,0.0,2.0,2.0,46.32,0,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,50.94,0,49.66,0,0.33,0.0,32,0.0,0.0,50.18,51.5,0,30.0,0.5,0,0.0,5.5,1.0,0.0,0.0,0.0,0,0.0,5.0,0,100.0,0
2008 0315 15,0.0,0.0,0.0,6.4,50.57,0.0,0,8.56,0.0,4,0,0.0,9,100.0,0,49.91,0.0,3.0,2.0,49.8,0,10.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,50.94,0,49.66,0,0.0,0.0,34,0.0,0.0,50.18,51.5,0,31.0,0.5,0,0.0,5.5,1.0,0.0,0.0,0.0,0,0.0,5.0,0,100.0,0
2008 0316 16,0.0,0.0,0.0,6.4,50.57,0.0,0,1.01,0.0,4,0,0.0,10,100.0,0,49.91,0.0,2.0,34.0,49.8,0,100.0,0,0,0,0.0,0.0,0,0.0,0.0,17.56,50.0,50.0,0.0,0,0.0,0.0,9.0,7.0,50.94,0,49.66,0,0.0,0.0,30,0.0,1.0,50.18,51.5,0,31.0,0.5,0,0.0,5.5,0.0,0.0,0.0,0.0,0,0.0,50.96,0,100.0,0
2008 0317 17,54.16,0.0,0.0,6.4,50.57,0.0,0,0.0,0.0,4,0,48.92,10,100.0,0,49.91,0.0,1.5,2.0,49.8,0,100.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,9.0,8.0,50.94,0,49.66,0,0.0,0.0,30,0.0,0.0,50.18,51.5,0,31.0,0.5,0,0.0,5.5,0.0,0.0,0.0,0.0,0,0.0,50.96,0,100.0,0
2008 0318 18,54.16,0.0,0.0,23.23,50.57,0.0,0,0.0,0.0,4,0,26.91,10,100.0,0,49.91,0.0,1.5,2.0,49.8,0,100.0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,9.0,7.0,50.94,0,49.66,0,0.0,0.0,40,0.0,0.0,50.18,51.5,0,30.0,0.5,0,0.0,5.5,0.0,0.0,0.0,0.0,0,0.0,50.46,0,100.0,100
2008 0319 19,54.16,0.0,0.0,33.66,50.57,1.01,0,0.0,0.0,4,0,0.98,11,100.0,0,49.91,0.0,2.0,2.0,49.3,0,100.0,45,0,0,2.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,0.0,0.0,9.0,7.0,50.94,0,49.66,0,0.0,0.0,12,0.0,0.0,50.18,51.5,0,30.0,0.5,0,0.0,5.5,0.0,0.0,0.0,0.0,0,0.0,50.96,0,100.0,100
2008 0320 20,54.16,0.0,0.0,33.66,50.57,0.51,0,0.0,0.0,4,0,0.49,11,100.0,0,49.91,0.0,2.0,2.0,40.34,0,100.0,35,0,0,4.0,0.0,0,0.0,0.0,0.0,49.5,50.0,0.0,0,0.0,0.0,9.0,7.0,50.94,0,49.66,0,0.0,0.0,5,0.0,0.0,50.18,51.5,0,30.0,0.5,0,0.0,6.0,0.0,0.0,0.0,0.0,0,0.0,50.46,0,100.0,100
2008 0321 21,54.16,0.0,0.0,33.66,50.57,0.0,0,0.0,0.0,4,0,0.0,6,80.0,0,49.91,0.0,2.0,2.0,27.89,0,100.0,25,0,0,4.0,0.0,0,0.0,0.0,0.0,39.5,50.0,0.0,0,0.64,0.0,9.0,8.0,50.94,0,74.83,0,0.0,0.0,20,0.0,0.0,50.18,51.5,0,100.0,0.5,0,0.0,6.5,0.0,0.0,0.0,0.0,0,0.0,50.46,0,100.0,100
2008 0322 22,54.16,0.0,0.0,33.66,50.57,0.0,0,0.0,0.0,4,0,0.0,11,65.0,0,49.91,0.0,2.0,2.0,29.88,0,100.0,100,0,0,5.0,0.0,0,0.0,0.0,0.0,15.0,50.0,0.0,0,64.28,0.0,9.0,8.0,50.94,0,54.69,0,0.0,0.0,2,0.0,0.0,49.68,51.5,0,100.0,1.99,0,0.0,6.5,0.0,0.0,0.0,0.0,0,0.0,50.46,0,100.0,100
2008 0323 23,54.16,0.0,0.0,33.66,50.57,0.0,35,0.0,0.0,4,18,0.0,11,0.0,0,49.91,0.0,2.0,2.0,18.94,0,75.0,99,0,0,5.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,64.28,0.0,9.0,8.0,50.94,0,53.68,0,0.0,0.0,0,0.0,0.0,46.67,51.5,0,99.0,0.5,0,0.0,6.5,0.0,0.0,0.0,0.0,0,0.0,49.96,0,100.0,100
2008 0324 24,54.16,0.0,0.0,33.66,50.57,50.64,1,0.0,0.0,4,0,0.0,11,0.0,0,49.91,23.75,2.0,2.0,19.92,0,30.0,86,2,0,100.0,0.0,0,0.0,0.0,0.0,50.0,50.0,0.0,0,64.28,0.0,9.0,8.0,50.94,0,49.66,0,0.0,0.0,0,0.0,0.0,35.13,51.5,0,62.0,0.5,0,0.0,7.0,0.0,0.0,0.0,0.0,0,0.0,50.96,0,100.0,100
2008 0325 25,54.16,0.0,0.0,33.66,50.57,50.64,0,0.0,0.0,4,0,0.0,12,0.0,0,49.91,23.75,2.0,3.0,19.92,0,0.0,46,2,0,100.0,0.0,0,0.0,0.0,0.0,39.0,50.0,0.0,0,64.28,0.0,9.0,8.0,50.94,0,49.66,0,0.0,0.0,0,0.0,0.0,25.09,51.5,0,13.0,0.5,0,0.0,7.0,0.0,0.0,0.0,0.0,0,0.0,50.96,0,87.0,100
2008 0326 26,54.16,0.0,0.0,33.66,50.57,50.64,0,0.0,0.0,4,0,0.0,12,0.0,0,49.91,49.48,2.0,3.0,19.92,0,0.0,2,0,0,100.0,0.0,0,0.0,0.0,0.0,2.5,50.0,0.0,0,64.28,0.0,9.0,8.0,50.94,0,49.66,0,0.0,0.0,0,0.0,0.0,12.04,51.5,0,34.0,0.5,0,0.0,8.0,0.0,0.0,0.0,0.0,0,0.0,50.96,0,53.0,100
2008 0327 27,54.16,0.0,0.0,33.66,50.57,50.64,0,0.0,0.0,4,0,0.0,13,0.0,0,49.91,49.48,2.0,3.0,19.92,0,0.0,0,0,0,100.0,0.0,0,0.0,0.0,0.0,1.0,50.0,0.0,0,64.28,0.0,9.0,8.0,50.94,0,49.66,0,0.0,0.0,0,0.0,0.0,12.04,51.5,0,5.0,0.5,0,0.0,8.0,0.0,0.0,0.0,0.0,0,0.0,50.96,0,25.0,100
2008 0328 28,54.16,0.0,0.0,33.66,50.57,50.64,0,0.0,0.0,4,0,0.49,13,0.0,0,49.91,49.48,2.0,2.0,19.92,0,0.0,0,0,0,100.0,0.0,0,0.0,0.0,0.0,0.0,50.0,0.0,0,64.28,0.0,9.0,8.0,50.94,0,49.66,0,0.0,0.0,0,0.0,0.0,12.04,51.5,0,0.0,0.5,0,0.0,8.5,0.0,0.0,0.0,0.0,0,0.0,50.96,0,20.0,100
2008 0329 29,54.16,0.0,0.0,33.66,50.57,50.64,0,50.34,0.0,4,0,0.49,13,0.0,0,49.91,49.48,2.0,2.0,19.92,0,0.0,0,0,0,100.0,0.0,0,0.0,100.0,0.0,0.0,50.0,0.0,0,64.28,0.0,9.0,7.0,50.94,0,53.68,0,33.33,0.0,0,0.0,0.0,29.89,51.5,0,25.0,0.5,0,0.0,8.5,1.0,0.0,0.0,0.0,0,0.0,50.96,0,36.0,100
2008 0330 30,54.16,0.0,0.0,33.66,50.57,50.64,0,50.34,0.0,4,35,48.92,13,0.0,0,49.91,49.48,2.0,2.0,3.98,0,0.0,0,0,0,100.0,0.0,0,0.0,100.0,0.0,0.0,50.0,0.0,0,64.28,0.0,9.0,8.0,50.94,0,53.18,0,33.67,0.0,0,0.0,0.0,0.0,51.0,0,0.0,0.5,0,0.0,50.0,6.5,0.0,0.0,25.0,0,0.0,50.96,0,20.0,100
2008 0331 31,54.16,0.0,0.0,33.66,50.57,50.64,0,1.51,0.0,4,35,48.92,13,0.0,0,49.91,49.48,2.0,2.0,10.96,0,0.0,0,0,0,100.0,0.0,0,0.0,100.0,0.0,0.0,50.0,0.0,0,64.28,0.0,9.0,8.0,50.94,0,53.18,0,33.33,0.0,0,0.0,0.0,0.0,46.5,0,0.0,0.0,0,0.0,50.0,6.5,0.0,0.0,50.0,0,0.0,50.96,0,8.0,100
2008 0401 01,54.21,0.0,0.0,33.75,50.48,50.61,0,0.0,0.0,4,3,48.92,14,0.0,0,49.91,48.77,2.0,2.0,3.98,0,0.0,0,0,0,100.0,0.0,0,0.0,100.0,0.0,0.0,50.0,0.0,0,64.78,0.0,42.33,8.0,50.97,0,51.17,0,33.33,0.0,0,0.0,0.0,0.0,22.0,0,0.0,1.0,100,0.0,50.0,6.5,0.0,0.0,50.0,0,57.0,50.96,0,0.0,100
2008 0402 02,54.21,0.0,0.0,33.75,50.48,50.61,0,0.0,0.0,4,0,48.92,14,0.0,0,49.91,56.45,2.0,2.0,3.98,0,0.0,0,1,0,100.0,0.0,0,0.0,100.0,0.0,0.0,50.0,0.0,0,64.78,0.0,39.0,8.0,50.97,0,49.66,0,33.33,0.0,0,0.0,0.0,0.0,12.5,0,0.0,1.0,100,0.0,50.0,0.0,0.0,0.0,50.0,0,55.0,50.96,0,0.0,100
2008 0403 03,54.21,0.0,0.0,33.75,50.48,50.61,0,0.0,0.0,4,0,48.92,14,0.0,0,49.91,48.77,2.0,2.0,4.48,0,0.0,0,0,0,100.0,0.0,0,0.0,100.0,0.0,0.0,50.0,0.0,0,64.78,0.0,23.0,8.0,50.97,0,49.66,0,33.33,0.0,0,0.0,0.0,0.0,9.5,0,0.0,0.5,100,0.0,50.0,0.0,0.0,0.0,50.0,0,59.0,50.96,0,0.0,100
